name,descripcion,latitud,longitud,coordenadas,tipo,direccion,bd
 SEMIGRANTE (Paracuaro) ,,,,,OSC / ONG,"Portal Hidalgo No. 34, Col. Centro, C.P. 60760,Parácuaro, Michoacán",redes
 SEMIGRANTE (Paracho) ,,,,,OSC / ONG,"Plaza Principal S/N, Col. Centro, C.P. 60250,Paracho, Michoacán",redes
 SEMIGRANTE (Panindícuaro) ,,,,,OSC / ONG,"Portal Hidalgo No. 01, Col. Centro, C.P. 58570,Panindícuaro, Michoacán",redes
 SEMIGRANTE Morelia ,,,,,OSC / ONG,"Colegio Militar 248 Chapultepec Nte. C.P. 58260 Morelia,  Michoacán,Morelia, Michoacán",redes
 Centro Crecer San Francisco De Los Romo ,,,,,OSC / ONG,"Av. México esquina Venezuela Fracc. San José Buenavista,Aguascalientes, Aguascalientes",redes
 Centro Crecer Rincón De Romos ,,,,,OSC / ONG,"Fracc. Haciendas de San José del Rincón,Aguascalientes, Aguascalientes",redes
 Centro Crecer José María Matamoros ,,,,,OSC / ONG,"Matamoros #704 Centro Jesús María,Aguascalientes, Aguascalientes",redes
 Centro Crecer Jesús María Jonacatique ,,,,,OSC / ONG,"C. Diego Flores #126 Fracc. Solar de Jonacatique,Aguascalientes, Aguascalientes",redes
 Centro Crecer Guadalupe Peralta ,,,,,OSC / ONG,"Av. La Salud #302 esquina Catedráticos Fracc. J. Guadalupe Peralta,Aguascalientes, Aguascalientes",redes
 Centro Crecer Cosío ,,,,,OSC / ONG,"Pról. Esteban Castorena S/N a un costado de Seguridad Pública,Aguascalientes, Aguascalientes",redes
 Centro Crecer Tepezalá ,,,,,OSC / ONG,"Av. 12 de Diciembre S/N Unidad Deportiva Blvd. Granados Roldán,Aguascalientes, Aguascalientes",redes
 Centro Crecer Calvillo ,,,,,OSC / ONG,"Serapio Figueroa 119, Ejidal, 20804,Aguascalientes, Aguascalientes",redes
 Enclave Caracol ,,,,,OSC / ONG,"1er Andador 8250 CP 22000,Tijuana, Baja California",redes
" Unión de Comités Comunitarios de Tijuana, A.C. Módulo de Atención al Migrante Chiapaneco ",,,,,OSC / ONG,"Av. Las Lomas # 590 Colonia Buena Vista CP 22010,Tijuana, Baja California",redes
" Salesiano de Tijuana Desayunador ""Padre Chava"" ",,,,,OSC / ONG,"Av. Melchor Ocampo #700, Zona Centro CP 22000,Tijuana, Baja California",redes
 Programa de Repatriación Humana (Módulo Tijuana) ,,,,,OSC / ONG,"Garita Internacional El Chaparral, S/N, Col. Federal, C.P. 22010,Tijuana, Baja California",redes
" Movimiento JUVENTUD2000, Secc. Tijuana A. C. ",,,,,OSC / ONG,"Av. Constitución #205, esquina con Fernando Sanchez Ayala, Zona Norte CP 22000,Tijuana, Baja California",redes
 Madres y familias deportadas en acción ,,,,,OSC / ONG,"Vía de la Juventud Ote 8800, Defensores de Baja California, CP 22010,Tijuana, Baja California",redes
 Fundacion Mano con Mano por Baja California A.C. ,,,,,OSC / ONG,"Real de San Antonio 5834 Col. Real de San Antonio CP 22666,Tijuana, Baja California",redes
" Federación de Asociaciones Cristianas de Jóvenes de la República Mexicana, A.C. ""Casas YMCA para menores Migrantes"" ",,,,,OSC / ONG,"Blvd. Cuauhtémoc Sur # 3170 Colonia Chula Vista CP 22410,Tijuana, Baja California",redes
" Coalición Prodefensa del Migrante, A.C. Módulo de Atención ",,,,,OSC / ONG,"Garita Puerta México/ Garita Mesa de Otay,Tijuana, Baja California",redes
 Club Amigos de Codet ,,,,,OSC / ONG,"Ave. Padre Kino 10159 Zona Río CP 22320,Tijuana, Baja California",redes
 Centro Binacional de Derechos Humanos A.C. ,,,,,OSC / ONG,"Avda. Paseo del Centenario # 3-B Oficina 11 Zona Río Tijuana contraesquina de Palacio Municipal CP 22320,Tijuana, Baja California",redes
 Instituto Madre Assunta ,,,,,OSC / ONG,"Calle Galileo # 2305 Colonia Postal CP 22416,Tijuana, Baja California",redes
" Casa Hogar Cavit Alejandro, A.C. ",,,,,OSC / ONG,"Francisco I. Madero No. 104 Colonia Divina Providencia CP 22525,Tijuana, Baja California",redes
" Casa del Migrante en Tijuana, A.C. ",,,,,OSC / ONG,"Calle Galileo # 239 Colonia Postal CP 22416,Tijuana, Baja California",redes
 Albergue Temporal Zona Norte ,,,,,OSC / ONG,"Calle Arias Bernal # 112 CP 22100,Tijuana, Baja California",redes
 Albergue Ejército de Salvación Puerta de la Esperanza ,,,,,OSC / ONG,"Calle 17 #550, Adolfo Ruiz Cortinez, Col. Libertad, Parte Baja  CP 22400,Tijuana, Baja California",redes
 Albergue Ejército de Salvación ,,,,,OSC / ONG,"Av. Aquiles Serdan 11585, Colonia Libertad, Parte Baja CP 22300,Tijuana, Baja California",redes
" Agencia Familiar Binacional, AC (AFABI) ",,,,,OSC / ONG,"Av. Mexico No. 8281 Int. 7-8, Zona Centro CP 22000,Tijuana, Baja California",redes
 Casa del Migrante Nuestra Señora de Guadalupe ,,,,,OSC / ONG,"Sta. Teresa 1398, El Descanso C.P. 21478,Tijuana, Baja California",redes
" Casa de Oración del Migrante, A.C. ",,,,,OSC / ONG,"735 Carlota Sosa y 1ra Sur Esquina de Carlota Sosa, Colonia Anexa del Río,Tijuana, Baja California",redes
 INM Grupo Beta Mexicali ,,,,,OSC / ONG,"Av. Melgar No. 1, Garita, Centro Cívico, 21000 Mexicali, B.C.,Tijuana, Baja California",redes
" Módulo Fronterizo ""Juntos en el Camino"" ",,,,,OSC / ONG,"Garita número 1, Carretera Mexicali-Calexico, Módulo # 3,Mexicali, Baja California",redes
 Módulo de Atención Centro de Apoyo al Trabajador Migrante y Albergue del Desierto ,,,,,OSC / ONG,"Carpinteros 1515 G y H Col. Industrial C. P. 21010,Mexicali, Baja California",redes
 Grupo de Ayuda para el Migrante de Mexicali A.C. ,,,,,OSC / ONG,"Av. Michoacan #1377, entre la 5ta y 6ta, Col. Pueblo Nuevo C.P. 21120,Mexicali, Baja California",redes
 El camino a un Nuevo Amanecer ,,,,,OSC / ONG,"Pte. Canal Pacifico , km 15, 5 Ej. Hipolito Renteria,Mexicali, Baja California",redes
 Dispensario Médico Dr. Cañedo ,,,,,OSC / ONG,"Calle Sur # 701,Mexicali, Baja California",redes
" Coordinadora del Programa de Apoyo al Trabajador Migrante Deportado, A.C. ""Casa Betania"" ",,,,,OSC / ONG,"Lago Hudson # 2408 Col. Xochimilco, C.P. 21380,Mexicali, Baja California",redes
 Centro Pastoral Mana de Mexicali IAP ,,,,,OSC / ONG,"Av. Jesús García 1799, Col. Nacozari C.P. 21030,Mexicali, Baja California",redes
" Centro de Reintegración Familiar de Menores Migrantes, A.C. ""Albergue del Desierto"" ",,,,,OSC / ONG,"Carpinteros 1515 G y H Col. Industrial C. P. 21010,Mexicali, Baja California",redes
 Centro de Apoyo al Trabajador Migrante: Comité de Promoción para el Desarrollo de Mexicali ,,,,,OSC / ONG,"Calle Jabonera #6, Colonia Nueva, Mexicali, Baja California 21100,Mexicali, Baja California",redes
 Casa de Ayuda Alfa y Omega ,,,,,OSC / ONG,"Av, Benito Juárez #92, Col. Zona Centro, C.P. 21100,Mexicali, Baja California",redes
" Comedor Cobina, A.C. ",,,,,OSC / ONG,"Av. Lerdo 416, Col. Centro, C.P. 21200,Mexicali, Baja California",redes
" Cáritas Región Mexicali, A.C. El Buen Samaritano ",,,,,OSC / ONG,"Celaya S/N, Parroquia San José Obrero, Col. Bellavista, C.P. 21150,Mexicali, Baja California",redes
" Casa de Oración del Migrante, A.C. ",,,,,OSC / ONG,"Niños Héroes 981, Col. General Jesús Munguia, C.P.22840,Ensenada, Baja California",redes
" Albergue San Vicente: Instituto de Derechos Humanos de Indigentes y Migrantes, A.C. ",,,,,OSC / ONG,"Calle Novena #691, Colonia Bustamante, Ensenada, Baja California 22840,Ensenada, Baja California",redes
 Centro de Derechos Humanos Fray Matías de Córdova CDHFMC ,,,,,OSC / ONG,"Cuarta Avenida Sur #6, Col. Los Naranjos, Centro C.P. 30830,Tapachula, Chiapas",redes
" Centro de Atención a niñas, niños y jóvenes migrantes ",,,,,OSC / ONG,"Calle Quinta, Privada sur #29, esquina 4ta Oriente C.P. 30830,Tapachula, Chiapas",redes
 Albergue Jesús el buen pastor ,,,,,OSC / ONG,"Carretera a Raymundo Enrique, 500 metros hacia dentro. C.P. 30700,Tapachula, Chiapas",redes
 Albergue infantil La Esperanza ,,,,,OSC / ONG,"3ra. Calle Ote. #37, Col. Centro C.P. 30830,Tapachula, Chiapas",redes
 Albergue Diocesano Belén Congregación de los Misioneros de Scalabrini ,,,,,OSC / ONG,"Miguel Hidalgo 94, Col. San Antonio Cahoacán, C.P. 30789,Tapachula, Chiapas",redes
 Boca de Polen Red de Comunicadores ,,,,,OSC / ONG,"Josefa Ortiz de Dominguez No 28 Int. 1, Barrio de Santa Lucia C.P. 29250,San Cristóbal Las Casas, Chiapas",redes
 Casa del Caminante Jtatic Samuel Ruiz ,,,,,OSC / ONG,"Ninos Heroes 051 C.P. 29960,Palenque, Chiapas",redes
 Casa del Migrante Hogar de la Misericordia ,,,,,OSC / ONG,"Calle Quinta Sur #1420, Col. Playa Fina C.P. 30450,Arriaga, Chiapas",redes
 Programa YMCA de Desarrollo Comunitario y Asistencia Social. Casas YMCA para Menores Migrantes ,,,,,OSC / ONG,"Mariana Varela 191, Col. Chavena, Cd Juarez CP 32060,Ciudad Juárez, Chihuahua",redes
" Derechos Humanos Integrales en Acción, A.C. ",,,,,OSC / ONG,"20 de Noviembre 4305 Col. El Colegio,Juárez, Chih. CP 32310 Ciudad Ciudad Juárez, Chihuahua",redes
 Casa del Migrante en Juárez A.C. ,,,,,OSC / ONG,"Calle Neptuno # 1855 Colonia Satélite CP 32540,Ciudad Juárez, Chihuahua",redes
 Uno de siete migrando A.C. ,,,,,OSC / ONG,"Calle Camargo #101, Col. Revolución C.P. 31135,Chihuahua, Chihuahua",redes
 Bienestar Familiar Lagunero A.C. ,,,,,OSC / ONG,"Calle Popocatepetl 510 Fracc. Carolinas CP 27040,Torreón, Coahuila",redes
 Frontera con Justicia A.C. Casa del Migrante de Saltillo ,,,,,OSC / ONG,"Juan de Erbáez # 2406 Col. Landín CP 25070,Saltillo, Coahuila",redes
 Ejército de Salvación A.C. Centro Comunitario y Comedor Infantil ,,,,,OSC / ONG,"Victoria # 805 Col. Mundo Nuevo CP 26092,Piedras Negras, Coahuila",redes
" Casa YMCA Piedras Negras Programa YMCA de Desarrollo Comunitario y Asistencia Social, A.C. ",,,,,OSC / ONG,"Xicotencatl Norte # 1802 A Col. Mundo Nuevo CP 26010,Piedras Negras, Coahuila",redes
 Casa del Peregrino de Piedras Negras A.C. Frontera Digna Casa del Migrante ,,,,,OSC / ONG,"Anáhuac # 605 Oriente Col. Centro CP 26000,Piedras Negras, Coahuila",redes
" Frontera y Dignidad de Acuña A.C. ""Casa del Migrante EMAUS"" ",,,,,OSC / ONG,"Doctor Coss 47, Col. Centro C.P.26200,Ciudad Acuña, Coahuila",redes
 CAFEMIN ,,,,,OSC / ONG,"Constantino #251, Col. Vallejo CP 7870,Delegación Gustavo A. Madero, Ciudad de México",redes
 Pro Ayuda a la Mujer Origen A.C. ,,,,,OSC / ONG,"Juan O´Donojú 221 Lomas Virreyes, Lomas de Chapultepec IV Secc. CP 11000,Delegación Miguel Hidalgo, Ciudad de México",redes
 Comisión Nacional de los Derechos Humanos ,,,,,OSC / ONG,"Periférico Sur 3469, Col. San Jerónimo Lídice,Ciudad de México, Ciudad de México",redes
" Casa Refugiados, AC ",,,,,OSC / ONG,"Prolongacion Orizaba s/n, dentro del Parque Ramon Lopez Velarde,Delegación Cuauhtémoc, Ciudad de México",redes
 Instituto de Liderazgo Simone de Beauvoir (ILSB) ,,,,,OSC / ONG,"Tabasco 68 Int. 3, col. Roma,Delegación Cuauhtémoc, Ciudad de México",redes
" Iniciativa Ciudadana para la Promoción de la Cultura del Diálogo, AC ",,,,,OSC / ONG,"Tepic 83 Col. Roma Sur,Delegación Cuauhtémoc, Ciudad de México",redes
 Comisión Mexicana para la Defensa y Promoción de los Derechos Humanos ,,,,,OSC / ONG,"Tehuantepec #142, Col. Roma Sur,Delegación Cuauhtémoc, Ciudad de México",redes
 Fundación Fraternidad Sin Frontera IAP ,,,,,OSC / ONG,"Canal Nacional 1057, Coapa, Villa Quietud,Delegación Coyoacán, Ciudad de México",redes
" Fundar, Centro de Análisis e Investigación, AC ",,,,,OSC / ONG,"Cerrada de Alberto Zamora 21, Col. Villa Coyoacán.,Delegación Coyoacán, Ciudad de México",redes
" Iniciativa Ciudadana y Desarrollo Social, AC (Incide Social) ",,,,,OSC / ONG,"Hilario Pérez de León No. 80, Col. Niños Héroes de Chapultepec,Delegación Benito Juárez, Ciudad de México",redes
 Ejército de Salvación Salvation Army ,,,,,OSC / ONG,"San Borja #1456, Col. Vértiz Narvarte,Delegación Benito Juárez, Ciudad de México",redes
" Instituto para la Seguridad y la Democracia, AC (INSYDE) ",,,,,OSC / ONG,"Carolina 80, Cd. de los Deportes, Noche Buena, 03710,Delegación Benito Juárez, Ciudad de México",redes
 Adolescentes en el Camino ,,,,,OSC / ONG,"Axopilco #5, Unidad Habitacional El Recreo, C.P. 02070,Delegación Azcapotzalco, Ciudad de México",redes
" Asociación Mexicana Pro Naciones Unidas, AC ",,,,,OSC / ONG,"Blvd. Adolfo López Mateos 1661 Edificio A12 Despacho 904 Col. Lomas de Plateros.CP 01480,Delegación Álvaro Obregón, Ciudad de México",redes
 Albergue de Migrantes Casa Tochán ,,,,,OSC / ONG,"Calle Pavo Real Entre 40 y 41, Colonia Pino Suárez, C.P. 01141,Delegación Álvaro Obregón, Ciudad de México",redes
 The Rhizome Center for Migrants ,,,,,OSC / ONG,"Contactar vía página web o por teléfono.,Guadalajara, Jalisco",redes
 Puente TJ United ,,,,,OSC / ONG,"No disponible,Tijuana, Baja California",redes
 Madres Soñadoras Internacionales / DREAMers Moms USA / Tijuana A.C. ,,,,,OSC / ONG,"No disponible,Tijuana, Baja California",redes
 Espacio Migrante ,,,,,OSC / ONG,"Avenida Miguel Negrete 8350, Zona Urbana Rio Tijuana,Tijuana, Baja California",redes
 Casa La Banda ,,,,,OSC / ONG,"No disponible,Ciudad de México, Ciudad de México",redes
 Médicos sin fronteras ,,,,,OSC / ONG,"Fernando Montes de Oca 56, Col. Condesa, Del. Cuauhtémoc,Ciudad de México, Ciudad de México",redes
" Corrientes, artísticas, sociales, ambientales. ",,,,,OSC / ONG,"Marroquí 83 esquina con Ayuntamiento, Col. Centro, Del. Cuauhtémoc,Ciudad de México, Ciudad de México",redes
 Cooperativa Fotosíntesis ,,,,,OSC / ONG,"Fray Juan de Torquemada No. 76 Colonia Obrera C.P 06800,Ciudad de México, Ciudad de México",redes
 Fondo Semillas ,,,,,OSC / ONG,"Fragonard 84, Col. San Juan, Del. Benito Juárez,Ciudad de México, Ciudad de México",redes
 Colectivo de Prácticas Narrativas ,,,,,OSC / ONG,"Gobernador Luis G. Viera 38, Col. San Miguel Chapultepec II Sección,,Ciudad de México, Ciudad de México",redes
 Fundación para la justicia y el estado democrático de derecho ,,,,,OSC / ONG,"Calle Palenque 269, Col. Narvarte Oriente, Del. Benito Juárez,Ciudad de México, Ciudad de México",redes
 América sin muros ,,,,,OSC / ONG,"Paseo de la Reforma 296, Piso 19, Del. Benito Juárez,Ciudad de México, Ciudad de México",redes
 Fundación Loyola A.C ,,,,,OSC / ONG,"Mariano Matamoros # 75 Col. del Carmen,Delegación Coyoacán, Estado de México",redes
 Casa del migrante Galilea ,,,,,OSC / ONG,"Calle Independencia 878 esquina con calle Río Balsas. Col. Barrio de San Miguel,León, Guanajuato",redes
 Servicios para una educación alternativa A.C. (EDUCA) ,,,,,OSC / ONG,"Escuadrón 202 No. 203, Col. Antiguo Aeropuerto,Oaxaca, Oaxaca",redes
 Iniciativa Ciudadana para la promoción de la cultura y el diálogo A.C. ,,,,,OSC / ONG,"Calle 7 Poniente # 509 Interior 10,Puebla, Puebla",redes
" La 72, Hogar -Refugio para personas migrantes ",,,,,OSC / ONG,"Estación Nueva,Tenosique, Tabasco",redes
 Hecate Society Tijuana ,,,,,OSC / ONG,"No disponible,Tijuana, Baja California",redes
 Casa de Luz ,,,,,OSC / ONG,"No disponible,Tijuana, Baja California",redes
 Casa Hogar El Puente ,,,,,OSC / ONG,"De Los Toros 14103, Amparo Sanchez, 22183 Tijuana, B.C.,Tijuana, Baja California",redes
 Contra Viento y Marea ,,,,,OSC / ONG,"No disponible,Tijuana, Baja California",redes
 Hecate Society Tapachula ,,,,,OSC / ONG,"No disponible,Tapachula, Chiapas",redes
 Border  Line Crisis Center A. C. ,,,,,OSC / ONG,"MIGUEL NEGRETE LAS CALIFORNIA'S PARK 22000 TIJUANA, B.C. Mexico,Tijuana, Baja California",redes
 Las Vanders ,,,,,OSC / ONG,"No disponible,Ciudad de México, Ciudad de México",redes
 HIAS Monterrey ,,,,,OSC / ONG,"Eglantina 1709, Jardín de Las Torres, 64754 Monterrey, N.L.,Monterrey, Nuevo León",redes
 HIAS Tijuana ,,,,,OSC / ONG,"Ricardo Flores Magón 8119, Zona Centro, 22000 Tijuana, B.C.,Tijuana, Baja California",redes
 HIAS Cd. Juárez ,,,,,OSC / ONG,"Calle Henry Dunant 4505-oficina 2, Zona Pronaf Condominio La Plata, 32310 Cd Juárez, Chih.,Ciudad Juárez, Chihuahua",redes
 HIAS Mexicali ,,,,,OSC / ONG,"Calle México 151, Primera, 21100 Mexicali, B.C. A un costado de la Secretaria de relaciones Exteriores.,Mexicali, Baja California",redes
 HIAS Nuevo Laredo ,,,,,OSC / ONG,"Sin oficina por el momento, solo atención vía telefónica.,Nuevo Laredo, Tamaulipas",redes
 HIAS Matamoros ,,,,,OSC / ONG,"Av. Tamaulipas 241, Jardín, 87330 Heroica Matamoros, Tamps.edificio RCM,Matamoros, Tamaulipas",redes
 HIAS Reynosa ,,,,,OSC / ONG,"Sin oficina por el momento, solo atención para asesoría legal vía telefónica.,Reynosa, Tamaulipas",redes
 Las Vanders Honduras ,,,,,OSC / ONG,"No disponible Email contacto@lasvanders.org Teléfono 00525513901786 Fecha de fundación 2020 Página web Facebook Twitter Instagram Tipo de Iniciativa Organización Tipo de Ayuda Acompañamiento en solicitudes de asilo Alimentación o vestido Arte, cultura y activismo Asesoría en trámites de identificación Asesoría financiera Asesoría legal Asesoría psicológica Asesorías de español Capacitación o Entrenamiento Educación y difusión comunitaria Gestión de transporte Servicios educativos de inclusión Talleres de desarrollo y promoción comunitaria Descripción Las Vanders somos una organización feminista que trabaja a favor de los derechos de mujeres, niñas, jóvenes y personas de la diversidad sexual. Tenemos una base en la,de México desde donde acompañamos a mujeres en procesos migratorios y en situaciones de violencias letales. Desde 2020 abrimos una nueva base en Tegucigalpa para trabajar la migración desde los lugares de origen y en favor de la erradicación de la violencia en contra de mujeres, niñas, jóvenes y personas de la diversidad sexual. Ademas de los servicios que se enlistan ofrecemos: Sistematización de procesos y elaboración de informes; Referencia a refugios seguros; Apoyo en inclusión laboral; Acompañamiento en atención médica (parto, aborto, enfermedades crónicas, servicios de atención a personas con VIH/SIDA, etc.), ",redes
 SMR: Scalabrinianas Misión con Migrantes y Refugiados ,,,,,OSC / ONG,"No disponible,Ciudad de México, Ciudad de México",redes
 SMR: Scalabrinianas Misión con Migrantes y Refugiados en Tapachula ,,,,,OSC / ONG,"5ᵃ̵  Avenida Nte. 46, esquina con 9ª Oriente, Los Naranjos, Centro, 30830 Tapachula de Córdova y Ordoñez, Chiapas.,Tapachula, Chiapas",redes
